source,compilation,location,latitude,longitude,elevation,d2H_precip,d2H_precip_err,d2H_precip_year,chain,d2H_wax,d2H_wax_err,data_source,Sample Type,Functional Type,MAP (mm/yr),MAT (°C),DOI,Audit Flags
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.22,86.0011,3920.0,-96.641,,,29,-197.0,2.475,v7_new,Soil,soil,,0.07,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.2639,83.7339,850.0,-69.135,,,29,-177.0,2.021,v7_new,Soil,soil,,15.71,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.3028,86.0367,4150.0,-103.536,,,29,-226.0,2.475,v7_new,Soil,soil,,-1.68,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.3675,86.0983,4340.0,-107.145,,,29,-217.0,2.475,v7_new,Soil,soil,,-2.83,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.4386,86.1561,4497.0,-110.476,,,29,-228.0,2.475,v7_new,Soil,soil,,-4.03,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.4677,97.0338,1514.0,-107.258,,,29,-179.0,2.475,v7_new,Soil,soil,,12.93,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.4756,86.1639,4658.0,-112.504,,,29,-216.0,2.475,v7_new,Soil,soil,,-4.71,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.485,86.1572,4758.0,-112.066,,,29,-224.0,2.475,v7_new,Soil,soil,,-5.23,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.4889,86.1481,4852.0,-112.712,,,29,-239.0,2.475,v7_new,Soil,soil,,-5.3,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.5114,97.0788,1468.0,-107.562,,,29,-186.0,2.475,v7_new,Soil,soil,,11.89,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.5164,86.1672,5145.0,-114.989,,,29,-218.0,2.475,v7_new,Soil,soil,,-7.23,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.5725,97.0924,1628.0,-109.72,,,29,-171.0,2.475,v7_new,Soil,soil,,11.26,10.1029/2025PA005167,NOTE: ε outside typical range (-69‰)
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.6009,97.208,1832.0,-109.673,,,29,-181.0,2.475,v7_new,Soil,soil,,10.42,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.6202,97.345,2200.0,-108.783,,,29,-180.0,2.475,v7_new,Soil,soil,,9.02,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.7722,87.2478,4545.0,-121.811,,,29,-240.0,2.475,v7_new,Soil,soil,,-3.98,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.8375,97.4897,2614.0,-115.503,,,29,-195.0,2.475,v7_new,Soil,soil,,6.33,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.8933,90.1672,5046.0,-110.043,,,29,-249.0,2.475,v7_new,Soil,soil,,-7.05,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.9441,97.4256,2758.0,-120.394,,,29,-197.0,2.475,v7_new,Soil,soil,,5.5,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.9908,97.402,2891.0,-122.506,,,29,-203.0,2.475,v7_new,Soil,soil,,5.71,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.0378,97.3622,2931.0,-122.978,,,29,-179.0,2.475,v7_new,Soil,soil,,4.58,10.1029/2025PA005167,NOTE: ε outside typical range (-64‰)
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.0952,97.2759,3190.0,-123.144,,,29,-214.0,2.475,v7_new,Soil,soil,,3.99,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.1517,88.595,4040.0,-115.568,,,29,-211.0,2.475,v7_new,Soil,soil,,-0.43,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.1711,97.201,3433.0,-123.007,,,29,-209.0,2.475,v7_new,Soil,soil,,3.02,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.2078,90.6178,4780.0,-113.134,,,29,-264.0,2.475,v7_new,Soil,soil,,-2.91,10.1029/2025PA005167,NOTE: ε outside typical range (-170‰)
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.2289,90.6372,4006.0,-114.624,,,29,-221.0,2.475,v7_new,Soil,soil,,-1.17,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.2667,90.6231,3609.0,-117.405,,,29,-207.0,2.475,v7_new,Soil,soil,,1.66,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.3143,96.9948,4616.0,-118.313,,,29,-241.0,2.475,v7_new,Soil,soil,,-4.04,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.3176,97.0302,4803.0,-119.126,,,29,-253.0,2.475,v7_new,Soil,soil,,-5.41,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.3198,97.1707,3732.0,-123.722,,,29,-190.0,2.475,v7_new,Soil,soil,,0.1,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.3255,97.0399,4700.0,-118.503,,,29,-262.0,2.475,v7_new,Soil,soil,,-4.78,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.3279,97.1352,3911.0,-122.846,,,29,-194.0,2.475,v7_new,Soil,soil,,-0.9,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.3296,97.055,4488.0,-119.989,,,29,-228.0,2.475,v7_new,Soil,soil,,-3.95,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.3296,97.055,4488.0,-119.989,,,29,-223.0,2.475,v7_new,Soil,soil,,-3.95,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.3326,97.0727,4200.0,-121.001,,,29,-238.0,2.475,v7_new,Soil,soil,,-2.8,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.3351,97.0604,4333.0,-121.207,,,29,-223.0,2.475,v7_new,Soil,soil,,-2.65,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.3415,96.9256,4590.0,-116.769,,,29,-215.0,2.475,v7_new,Soil,soil,,-3.76,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.3902,96.8516,4196.0,-119.651,,,29,-241.0,2.475,v7_new,Soil,soil,,-1.33,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.4797,96.6523,3922.0,-113.734,,,29,-204.0,2.475,v7_new,Soil,soil,,-0.52,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.5005,96.7307,3921.0,-116.763,,,29,-215.0,2.475,v7_new,Soil,soil,,-0.11,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.5343,96.523,3682.0,-106.223,,,29,-197.0,2.475,v7_new,Soil,soil,,-3.61,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.5363,96.5,3596.0,-109.352,,,29,-200.0,2.475,v7_new,Soil,soil,,0.32,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.5363,96.5,3596.0,-109.352,,,29,-201.0,2.475,v7_new,Soil,soil,,0.32,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.6035,96.3903,3395.0,-107.959,,,29,-200.0,2.475,v7_new,Soil,soil,,-1.68,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.6275,96.2753,3231.0,-110.517,,,29,-181.0,2.475,v7_new,Soil,soil,,3.98,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.6967,92.2256,4348.0,-122.308,,,29,-228.0,2.475,v7_new,Soil,soil,,-3.43,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.7224,96.1323,3075.0,-110.051,,,29,-204.0,2.475,v7_new,Soil,soil,,4.9,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.7368,94.2869,3052.0,-100.836,,,29,-212.0,2.475,v7_new,Soil,soil,,5.16,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.7488,91.9488,3995.0,-126.169,,,29,-230.0,2.475,v7_new,Soil,soil,,-0.81,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.774,92.3269,4713.0,-122.507,,,29,-233.0,2.475,v7_new,Soil,soil,,-4.84,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.804,95.8247,2816.0,-103.884,,,29,-198.0,2.475,v7_new,Soil,soil,,6.26,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.82,93.764,3190.0,-116.107,,,29,-207.0,2.475,v7_new,Soil,soil,,4.25,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.8305,92.3437,4968.0,-125.693,,,29,-233.0,2.475,v7_new,Soil,soil,,-6.71,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.8379,92.3237,4802.0,-125.853,,,29,-244.0,2.475,v7_new,Soil,soil,,-6.13,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.8501,93.6851,3211.0,-116.271,,,29,-217.0,2.475,v7_new,Soil,soil,,4.08,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.871,92.6397,4028.0,-125.156,,,29,-224.0,2.475,v7_new,Soil,soil,,-1.34,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.8734,92.5322,,-125.112,,,29,-220.0,2.475,v7_new,Soil,soil,,-2.41,10.1029/2025PA005167,Missing: elevation
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.8734,92.5322,4186.0,-125.112,,,29,-223.0,2.475,v7_new,Soil,soil,,-2.41,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.8949,93.362,3371.0,-119.204,,,29,-206.0,2.475,v7_new,Soil,soil,,2.63,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.9022,93.188,3439.0,-123.019,,,29,-196.0,2.475,v7_new,Soil,soil,,2.51,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.9044,92.7501,3883.0,-125.877,,,29,-222.0,2.475,v7_new,Soil,soil,,-1.23,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.9128,92.364,4437.0,-127.137,,,29,-231.0,2.475,v7_new,Soil,soil,,-3.49,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",30.033,92.9286,3644.0,-128.422,,,29,-223.0,2.475,v7_new,Soil,soil,,1.14,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",30.1066,90.5447,4236.0,-130.345,,,29,-211.0,2.021,v7_new,Soil,soil,,-2.57,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",30.6047,91.5218,4595.0,-131.788,,,29,-241.0,2.021,v7_new,Soil,soil,,-4.17,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",30.9643,91.6556,4731.0,-98.507,,,29,-214.0,2.021,v7_new,Soil,soil,,-4.99,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",31.3265,91.8806,4518.0,-99.618,,,29,-209.0,2.021,v7_new,Soil,soil,,-3.54,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",31.753,91.7813,4690.0,-97.37,,,29,-204.0,2.021,v7_new,Soil,soil,,-4.97,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Central Tibet, drainage: Yangtze",32.8828,91.9178,5201.0,-118.5,,,29,-203.0,2.021,v7_new,Soil,soil,,-8.05,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Central Tibet, drainage: Yangtze",32.9209,91.9726,5155.0,-117.889,,,29,-194.0,2.021,v7_new,Soil,soil,,-7.37,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",33.01291666666667,91.67001666666668,5085.0,-123.645,,,29,-216.0,2.475,v7_new,Soil,soil,,-7.05,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Central Tibet, drainage: Yangtze",33.014833333333335,91.99106666666668,5123.0,-113.917,,,29,-203.0,2.475,v7_new,Soil,soil,,-7.14,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Central Tibet, drainage: Yangtze",33.02251666666667,91.9948,5117.0,-113.11,,,29,-196.0,2.475,v7_new,Soil,soil,,-7.25,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Central Tibet, drainage: Yangtze",33.03115,92.00521666666668,5143.0,-111.743,,,29,-224.0,2.475,v7_new,Soil,soil,,-7.58,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Central Tibet, drainage: Yangtze",33.040683333333334,92.03295,5233.0,-108.491,,,29,-209.0,2.475,v7_new,Soil,soil,,-8.05,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Central Tibet, drainage: Yangtze",33.0892,91.79065,4951.0,-113.874,,,29,-189.0,2.475,v7_new,Soil,soil,,-6.25,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Central Tibet, drainage: Yangtze",33.1538,91.8597,4869.0,-106.371,,,29,-182.0,2.021,v7_new,Soil,soil,,-5.74,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Central Tibet, drainage: Yangtze",33.323166666666665,91.896,4810.0,-94.275,,,29,-199.0,2.475,v7_new,Soil,soil,,-5.25,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Central Tibet, drainage: Yangtze",33.602,92.0748,4712.0,-92.368,,,29,-175.0,2.021,v7_new,Soil,soil,,-4.9,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Central Tibet, drainage: Yangtze",33.78596666666667,92.27781666666668,4624.0,-91.572,,,29,-200.0,2.475,v7_new,Soil,soil,,-4.07,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Central Tibet, drainage: Yangtze",34.08755,92.33503333333331,4759.0,-88.091,,,29,-199.0,2.475,v7_new,Soil,soil,,-4.97,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Central Tibet, drainage: Yangtze",34.1031,92.3582,4726.0,-87.752,,,29,-194.0,2.021,v7_new,Soil,soil,,-5.08,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Central Tibet, drainage: Yangtze",34.29311666666667,92.50926666666666,4582.0,-92.735,,,29,-183.0,2.475,v7_new,Soil,soil,,-3.82,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Central Tibet, drainage: Yangtze",34.776783333333334,92.90396666666666,4684.0,-80.819,,,29,-178.0,2.475,v7_new,Soil,soil,,-4.59,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Central Tibet, drainage: Yangtze",35.15221666666667,93.0402,4698.0,-75.961,,,29,-183.0,2.475,v7_new,Soil,soil,,-4.62,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Central Tibet, drainage: Yangtze",35.1699,93.0354,4677.0,-76.023,,,29,-167.0,2.021,v7_new,Soil,soil,,-4.43,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Central Tibet, drainage: Yangtze",35.2536,94.3293,4080.0,-74.767,,,29,-146.0,2.021,v7_new,Soil,soil,,-3.9,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Central Tibet, drainage: Yangtze",35.291066666666666,93.27016666666668,4568.0,-74.939,,,29,-199.0,2.475,v7_new,Soil,soil,,-3.56,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Central Tibet, drainage: Yangtze",35.4681,93.6043,4498.0,-72.567,,,29,-174.0,2.021,v7_new,Soil,soil,,-2.95,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Central Tibet, drainage: Yangtze",35.470283333333334,93.64006666666668,4497.0,-72.337,,,29,-187.0,2.475,v7_new,Soil,soil,,-3.05,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Central Tibet, drainage: Yangtze",35.51555,93.8661,4605.0,-70.493,,,29,-169.0,2.475,v7_new,Soil,soil,,-3.66,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Central Tibet, drainage: Yangtze",35.5677,94.008,4655.0,-68.85,,,29,-163.0,2.021,v7_new,Soil,soil,,-4.03,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",35.6422,94.0686,4750.0,-66.407,,,29,-173.0,2.021,v7_new,Soil,soil,,-4.76,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Central Tibet, drainage: Ob",35.6968,94.0555,4556.0,-66.107,,,29,-167.0,2.021,v7_new,Soil,soil,,-3.96,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Central Tibet, drainage: Ob",35.7194,94.1258,4446.0,-67.161,,,29,-182.0,2.475,v7_new,Soil,soil,,-2.52,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Northeast Tibet, drainage: Yangtze",36.5478,100.6908,3193.0,-53.332,,,29,-149.0,2.475,v7_new,Soil,soil,,5.97,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Northeast Tibet, drainage: Yangtze",36.6331,100.1164,3193.0,-54.431,,,29,-172.0,2.475,v7_new,Soil,soil,,6.05,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Northeast Tibet, drainage: Yangtze",36.6539,100.2711,3193.0,-53.698,,,29,-155.0,2.475,v7_new,Soil,soil,,6.1,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Northeast Tibet, drainage: Yangtze",36.9017,99.6336,3193.0,-53.32,,,29,-162.0,2.475,v7_new,Soil,soil,,6.63,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Northeast Tibet, drainage: Yangtze",37.1383,100.3456,3193.0,-48.737,,,29,-156.0,2.475,v7_new,Soil,soil,,7.25,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Northeast Tibet, drainage: Yangtze",37.1875,100.0772,3093.0,-49.376,,,29,-165.0,2.475,v7_new,Soil,soil,,7.36,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Northeast Tibet, drainage: Yangtze",37.1875,100.0772,3193.0,-49.376,,,29,-158.0,2.475,v7_new,Lake sediment,lake sed,,7.36,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Northeast Tibet, drainage: Yangtze",37.1875,100.0772,3193.0,-49.376,,,29,-149.0,2.475,v7_new,Soil,soil,,7.36,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Northeast Tibet, drainage: Yangtze",37.2,101.53,2840.0,-95.232,,,29,-148.0,2.021,v7_new,Soil,soil,,8.85,10.1029/2025PA005167,NOTE: ε outside typical range (-58‰)
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Northeast Tibet, drainage: Yangtze",37.2262,102.8335,2819.0,-95.304,,,29,-167.0,2.021,v7_new,Soil,soil,,10.14,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Northeast Tibet, drainage: Yangtze",37.2357,101.5087,2925.0,-95.375,,,29,-160.0,2.021,v7_new,Soil,soil,,8.94,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Northeast Tibet, drainage: Yangtze",37.2714,101.4152,3058.0,-94.058,,,29,-152.0,2.021,v7_new,Soil,soil,,7.95,10.1029/2025PA005167,NOTE: ε outside typical range (-64‰)
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Northeast Tibet, drainage: Yangtze",37.2935,101.4141,3203.0,-93.506,,,29,-155.0,2.021,v7_new,Soil,soil,,7.3,10.1029/2025PA005167,NOTE: ε outside typical range (-68‰)
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Northeast Tibet, drainage: Yangtze",37.3235,101.4152,3454.0,-92.53,,,29,-159.0,2.021,v7_new,Soil,soil,,6.31,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Northeast Tibet, drainage: Yangtze",37.3265,101.4058,3713.0,-92.402,,,29,-169.0,2.021,v7_new,Soil,soil,,6.13,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Northeast Tibet, drainage: Yangtze",37.371,101.4059,3537.0,-43.069,,,29,-160.0,2.021,v7_new,Soil,soil,,6.7,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Northeast Tibet, drainage: Yangtze",37.6316,102.37035,2959.0,-89.471,,,29,-163.0,2.021,v7_new,Soil,soil,,9.79,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Northeast Tibet, drainage: Yangtze",37.639,102.3716,2818.0,-89.913,,,29,-170.0,2.021,v7_new,Soil,soil,,10.35,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Northeast Tibet, drainage: Yangtze",37.8759,101.9279,2847.0,-36.371,,,29,-157.0,2.021,v7_new,Soil,soil,,10.94,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Northeast Tibet, drainage: Yangtze",37.8791,101.9232,2945.0,-36.238,,,29,-161.0,2.021,v7_new,Soil,soil,,10.74,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Northeast Tibet, drainage: Yangtze",38.233,99.9916,2815.0,-41.665,,,29,-163.0,2.021,v7_new,Soil,soil,,11.34,10.1029/2025PA005167,OK
