source,compilation,location,latitude,longitude,elevation,d2H_precip,d2H_precip_err,d2H_precip_year,chain,d2H_wax,d2H_wax_err,data_source,DOI,audit_flags,sample_type
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Comayagua, North America",14.45,-87.65,563.0,-32.0,,,29,-132.8,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Rio Jalan, North America",14.45,-86.81,765.0,-33.0,,,29,-124.8,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Rio Rosario, North America",14.48,-86.98,891.0,-36.0,,,29,-118.9,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Taulabe, North America",14.71,-87.97,557.0,-32.0,,,29,-112.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Copan, North America",14.84,-89.15,613.0,-34.0,,,29,-113.3,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Rio Blanco, North America",14.89,-89.03,707.0,-36.0,,,29,-121.4,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Yojoa (Soil), North America",14.91,-87.97,662.0,-33.0,,,29,-115.4,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Pena Blanca, North America",14.94,-88.03,655.0,-33.0,,,29,-116.7,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"La Entrada, North America",15.1,-88.71,426.0,-31.0,,,29,-117.3,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"La Barca, North America",15.12,-87.94,56.0,-24.0,,,29,-129.7,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Izabal Rio Oscuro, North America",15.38,-89.33,4.0,-25.0,,,29,-126.8,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Naco, North America",15.41,-88.14,97.0,-25.0,,,29,-127.1,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Izabal Centro, North America",15.52,-89.15,4.0,-24.0,,,29,-142.6,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"El Golfete, North America",15.72,-88.89,0.0,-24.0,,,29,-130.6,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Puente Cienega, North America",15.74,-89.07,75.0,-25.0,,,29,-133.7,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"El Juleque, North America",16.91,-89.77,158.0,-26.0,,,29,-113.5,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Quexil (Soil), North America",16.92,-89.82,133.0,-26.0,,,29,-110.3,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Quexil (Lake), North America",16.92,-89.82,133.0,-26.0,,,29,-118.2,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Peten Itza, North America",16.93,-89.89,109.0,-25.0,,,29,-136.3,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Macanche, North America",16.97,-89.64,169.0,-26.0,,,29,-115.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Salpeten, North America",16.98,-89.68,105.0,-25.0,,,29,-120.8,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Sacpuy (Lake), North America",16.99,-90.05,123.0,-26.0,,,29,-119.8,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Yaxha (Soil), North America",17.07,-89.41,130.0,-25.0,,,29,-127.4,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Yaxha (Lake), North America",17.07,-89.41,130.0,-25.0,,,29,-120.1,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Cuerpo Uno [a], North America",17.49,-90.39,115.0,-26.0,,,29,-121.2,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Chichancanab, North America",19.88,-88.77,10.0,-20.0,,,29,-101.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Hobonil, North America",20.0,-89.03,44.0,-21.0,,,29,-101.3,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Cepeda Peraza, North America",20.16,-89.24,50.0,-21.0,,,29,-111.3,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Ticul, North America",20.35,-89.5,10.0,-20.0,,,29,-117.4,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Canana, North America",20.49,-89.17,13.0,-18.0,,,29,-112.2,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Chumayel, North America",20.49,-89.19,13.0,-18.0,,,29,-83.8,,Computer v6,10.1029/2020JG005891,NOTE: ε outside typical range (-67‰),Sediment/soil
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Yaalchak [a], North America",20.6,-89.71,6.0,-20.0,,,29,-118.7,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Xoche [a], North America",20.66,-89.37,16.0,-18.0,,,29,-128.2,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Dzitya (Lake), North America",21.07,-89.69,5.0,-18.0,,,29,-103.9,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Dzitya (Soil), North America",21.07,-89.69,5.0,-18.0,,,29,-110.3,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
Ladd 2021 compilation (Duan et al 2011),ETH Zurich: doi:10.3929/ethz-b-000412154,"Lake Qinghai, Asia",37.0,100.0,3193.0,-53.0,5.0,,29,-157.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Feng et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"JS3, Asia",26.485,100.338,2190.0,-77.0,,,29,-197.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Feng et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"JS6, Asia",26.486,100.348,1906.0,-73.0,,,29,-166.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Feng et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"JS8, Asia",26.487,100.371,1701.0,-70.0,,,29,-204.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Feng et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"JS4, Asia",26.489,100.346,2092.0,-76.0,,,29,-185.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Feng et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"JS1, Asia",26.494,100.312,2386.0,-80.0,,,29,-204.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Feng et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"JS12, Asia",26.5017,100.4082,1309.0,-64.0,,,29,-169.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Feng et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"JH9, Asia",26.537,100.003,3007.0,-90.0,,,29,-218.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Feng et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"JH8, Asia",26.547,100.0,2901.0,-89.0,,,29,-221.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Feng et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"JH2, Asia",26.549,99.961,2319.0,-80.0,,,29,-198.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Feng et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"JH5, Asia",26.558,99.982,2600.0,-84.0,,,29,-206.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Feng et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"LJ17, Asia",26.628,99.722,3918.0,-105.0,,,29,-217.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Feng et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"LJ1, Asia",26.63,99.915,2305.0,-80.0,,,29,-197.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Feng et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"TCS2017, Asia",26.631,99.718,3886.0,-104.0,,,29,-220.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Feng et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"LJ2, Asia",26.639,99.879,2400.0,-81.0,,,29,-211.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Feng et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"LJ6, Asia",26.643,99.821,2800.0,-87.0,,,29,-213.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Feng et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"LJ15, Asia",26.648,99.74,3789.0,-103.0,,,29,-242.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Feng et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"LJ13, Asia",26.648,99.776,3504.0,-98.0,,,29,-226.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Feng et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"LJ8, Asia",26.654,99.805,3011.0,-91.0,,,29,-216.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Feng et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"LJ9, Asia",26.658,99.794,3125.0,-93.0,,,29,-207.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
Ladd 2021 compilation (Freimuth et al 2019b),ETH Zurich: doi:10.3929/ethz-b-000412154,"Quiver, North America",43.74,-74.87,539.0,-72.0,1.0,,29,-179.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
Ladd 2021 compilation (Freimuth et al 2019b),ETH Zurich: doi:10.3929/ethz-b-000412154,"Wolf, North America",44.02,-74.22,558.0,-73.0,1.0,,29,-179.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
Ladd 2021 compilation (Freimuth et al 2019b),ETH Zurich: doi:10.3929/ethz-b-000412154,"Horseshoe, North America",44.14,-74.62,524.0,-74.0,1.0,,29,-188.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
Ladd 2021 compilation (Freimuth et al 2019b),ETH Zurich: doi:10.3929/ethz-b-000412154,"Heart, North America",44.18,-73.97,665.0,-75.0,1.0,,29,-186.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
Ladd 2021 compilation (Freimuth et al 2019b),ETH Zurich: doi:10.3929/ethz-b-000412154,"Sucker, North America",44.18,-75.12,426.0,-74.0,1.0,,29,-197.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
Ladd 2021 compilation (Freimuth et al 2019b),ETH Zurich: doi:10.3929/ethz-b-000412154,"Raquette, North America",44.23,-74.47,470.0,-74.0,1.0,,29,-186.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
Ladd 2021 compilation (Freimuth et al 2019b),ETH Zurich: doi:10.3929/ethz-b-000412154,"East Pine, North America",44.34,-74.41,513.0,-75.0,1.0,,29,-193.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
Ladd 2021 compilation (Freimuth et al 2019b),ETH Zurich: doi:10.3929/ethz-b-000412154,"Little Green, North America",44.36,-74.3,521.0,-75.0,1.0,,29,-190.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
Ladd 2021 compilation (Freimuth et al 2019b),ETH Zurich: doi:10.3929/ethz-b-000412154,"Moose, North America",44.37,-74.06,475.0,-74.0,1.0,,29,-190.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
Ladd 2021 compilation (Freimuth et al 2019b),ETH Zurich: doi:10.3929/ethz-b-000412154,"Hope, North America",44.51,-74.13,523.0,-76.0,1.0,,29,-190.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
Ladd 2021 compilation (Freimuth et al 2019b),ETH Zurich: doi:10.3929/ethz-b-000412154,"Debar, North America",44.62,-74.19,483.0,-76.0,1.0,,29,-196.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
Ladd 2021 compilation (Freimuth et al 2019b),ETH Zurich: doi:10.3929/ethz-b-000412154,"Chazy, North America",44.73,-73.82,466.0,-76.0,1.0,,29,-188.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Freimuth et al., 2019a)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Brown's Bog, Ohio, North America",40.6818,-82.06045,291.0,-50.0,2.0,,29,-176.3,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Garcin et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"BARO, Africa",4.65,9.41,304.0,-17.0,,,29,-155.0,,Computer v6,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Goldsmith et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Mitzpe ramon, Asia",30.6199,34.7867,828.0,-21.0,,,29,-116.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Goldsmith et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Arad, Asia",31.23727,35.21481,558.0,-21.0,,,29,-146.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Goldsmith et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Beer Sheva, Asia",31.24406,34.89974,353.0,-17.0,,,29,-142.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Goldsmith et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Soreq, Asia",31.75327,35.02987,400.0,-22.0,,,29,-149.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Goldsmith et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Jerusalem, Asia",31.7857,35.17076,815.0,-28.0,,,29,-142.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Goldsmith et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Alon, Asia",31.80058,35.33009,290.0,-20.0,,,29,-142.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Goldsmith et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Beit Dagan, Asia",31.96735,34.90578,50.0,-17.0,,,29,-143.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Goldsmith et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Haifa, Asia",32.79204,34.97167,102.0,-21.0,,,29,-140.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Goldsmith et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Michmanim, Asia",32.88376,35.38066,157.0,-22.0,,,29,-157.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Goldsmith et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Peki'in, Asia",32.98272,35.3158,650.0,-30.0,,,29,-145.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Goldsmith et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Har Canaan, Asia",33.02356,35.49748,858.0,-33.0,,,29,-151.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Goldsmith et al., 2019)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Hermon, Asia",33.27398,35.75821,1337.0,-42.0,,,29,-155.0,,Both,10.1029/2020JG005891,OK,Sediment/soil
Ladd 2021 compilation (Guenther et al 2013),ETH Zurich: doi:10.3929/ethz-b-000412154,"NC, Asia",30.5,90.6,4718.0,-139.0,4.0,,29,-221.4,,Both,10.1029/2020JG005891,OK,Sediment/soil
Ladd 2021 compilation (Guenther et al 2013),ETH Zurich: doi:10.3929/ethz-b-000412154,"KYC, Asia",30.6,82.05,4798.0,-109.0,10.0,,29,-238.7,,Both,10.1029/2020JG005891,OK,Sediment/soil
Ladd 2021 compilation (Guenther et al 2013),ETH Zurich: doi:10.3929/ethz-b-000412154,"TRC, Asia",30.75,86.38,4549.0,-112.0,6.0,,29,-211.2,,Both,10.1029/2020JG005891,OK,Sediment/soil
Ladd 2021 compilation (Guenther et al 2013),ETH Zurich: doi:10.3929/ethz-b-000412154,"TC, Asia",31.05,83.92,4570.0,-103.0,3.0,,29,-219.1,,Both,10.1029/2020JG005891,OK,Sediment/soil
Ladd 2021 compilation (Guenther et al 2013),ETH Zurich: doi:10.3929/ethz-b-000412154,"SXC, Asia",34.58,80.2,5070.0,-98.0,19.0,,29,-196.5,,Both,10.1029/2020JG005891,OK,Sediment/soil
Ladd 2021 compilation (Guenther et al 2013),ETH Zurich: doi:10.3929/ethz-b-000412154,"LMC, Asia",34.58,80.35,5030.0,-97.0,19.0,,29,-209.2,,Both,10.1029/2020JG005891,OK,Sediment/soil
"Ladd 2021 compilation (Herrmann et al., 2017)",ETH Zurich: doi:10.3929/ethz-b-000412154,"South Africa, Africa",-33.51,20.35,,-23.05159166,,,29,-110.0,,Both,10.1029/2020JG005891,Missing: elevation,Sediment/soil
"Ladd 2021 compilation (Herrmann et al., 2017)",ETH Zurich: doi:10.3929/ethz-b-000412154,"South Africa, Africa",-32.87,18.39,,-14.73922902,,,29,-131.0,,Both,10.1029/2020JG005891,Missing: elevation,Sediment/soil
"Ladd 2021 compilation (Herrmann et al., 2017)",ETH Zurich: doi:10.3929/ethz-b-000412154,"South Africa, Africa",-32.86,18.53,,-18.09954751,,,29,-132.0,,Both,10.1029/2020JG005891,Missing: elevation,Sediment/soil
"Ladd 2021 compilation (Herrmann et al., 2017)",ETH Zurich: doi:10.3929/ethz-b-000412154,"South Africa, Africa",-32.79,19.22,,-17.87709497,,,29,-121.0,,Both,10.1029/2020JG005891,Missing: elevation,Sediment/soil
"Ladd 2021 compilation (Herrmann et al., 2017)",ETH Zurich: doi:10.3929/ethz-b-000412154,"South Africa, Africa",-32.79,19.22,,-18.20250284,,,29,-137.0,,Both,10.1029/2020JG005891,Missing: elevation,Sediment/soil
"Ladd 2021 compilation (Herrmann et al., 2017)",ETH Zurich: doi:10.3929/ethz-b-000412154,"South Africa, Africa",-32.72,18.25,,-12.5,,,29,-131.0,,Both,10.1029/2020JG005891,Missing: elevation,Sediment/soil
"Ladd 2021 compilation (Herrmann et al., 2017)",ETH Zurich: doi:10.3929/ethz-b-000412154,"South Africa, Africa",-32.72,18.25,,-12.71676301,,,29,-146.0,,Both,10.1029/2020JG005891,Missing: elevation,Sediment/soil
"Ladd 2021 compilation (Herrmann et al., 2017)",ETH Zurich: doi:10.3929/ethz-b-000412154,"South Africa, Africa",-32.33,20.34,,-25.0,,,29,-103.0,,Both,10.1029/2020JG005891,Missing: elevation,Sediment/soil
"Ladd 2021 compilation (Herrmann et al., 2017)",ETH Zurich: doi:10.3929/ethz-b-000412154,"South Africa, Africa",-32.3,19.14,,-21.64009112,,,29,-141.0,,Both,10.1029/2020JG005891,Missing: elevation,Sediment/soil
"Ladd 2021 compilation (Herrmann et al., 2017)",ETH Zurich: doi:10.3929/ethz-b-000412154,"South Africa, Africa",-32.22,18.22,,-13.72997712,,,29,-138.0,,Both,10.1029/2020JG005891,Missing: elevation,Sediment/soil
"Ladd 2021 compilation (Herrmann et al., 2017)",ETH Zurich: doi:10.3929/ethz-b-000412154,"South Africa, Africa",-32.22,18.22,,-12.64367816,,,29,-141.0,,Both,10.1029/2020JG005891,Missing: elevation,Sediment/soil
"Ladd 2021 compilation (Herrmann et al., 2017)",ETH Zurich: doi:10.3929/ethz-b-000412154,"South Africa, Africa",-32.21,20.39,,-25.55555556,,,29,-123.0,,Both,10.1029/2020JG005891,Missing: elevation,Sediment/soil
"Ladd 2021 compilation (Herrmann et al., 2017)",ETH Zurich: doi:10.3929/ethz-b-000412154,"South Africa, Africa",-32.21,20.39,,-25.93010147,,,29,-136.0,,Both,10.1029/2020JG005891,Missing: elevation,Sediment/soil
"Ladd 2021 compilation (Herrmann et al., 2017)",ETH Zurich: doi:10.3929/ethz-b-000412154,"South Africa, Africa",-32.18,18.24,,-12.48581158,,,29,-130.0,,Both,10.1029/2020JG005891,Missing: elevation,Sediment/soil
"Ladd 2021 compilation (Herrmann et al., 2017)",ETH Zurich: doi:10.3929/ethz-b-000412154,"South Africa, Africa",-32.13,18.6,,-20.1793722,,,29,-126.0,,Both,10.1029/2020JG005891,Missing: elevation,Sediment/soil
"Ladd 2021 compilation (Herrmann et al., 2017)",ETH Zurich: doi:10.3929/ethz-b-000412154,"South Africa, Africa",-32.13,18.6,,-20.36199095,,,29,-134.0,,Both,10.1029/2020JG005891,Missing: elevation,Sediment/soil
"Ladd 2021 compilation (Herrmann et al., 2017)",ETH Zurich: doi:10.3929/ethz-b-000412154,"South Africa, Africa",-32.13,19.05,,-20.31602709,,,29,-132.0,,Both,10.1029/2020JG005891,Missing: elevation,Sediment/soil
"Ladd 2021 compilation (Herrmann et al., 2017)",ETH Zurich: doi:10.3929/ethz-b-000412154,"South Africa, Africa",-31.56,19.89,,-15.73033708,,,29,-124.0,,Both,10.1029/2020JG005891,Missing: elevation,Sediment/soil
"Ladd 2021 compilation (Herrmann et al., 2017)",ETH Zurich: doi:10.3929/ethz-b-000412154,"South Africa, Africa",-31.34,18.32,,-11.22334456,,,29,-119.0,,Both,10.1029/2020JG005891,Missing: elevation,Sediment/soil
"Ladd 2021 compilation (Herrmann et al., 2017)",ETH Zurich: doi:10.3929/ethz-b-000412154,"South Africa, Africa",-31.34,18.32,,-11.28668172,,,29,-124.0,,Both,10.1029/2020JG005891,Missing: elevation,Sediment/soil
"Ladd 2021 compilation (Herrmann et al., 2017)",ETH Zurich: doi:10.3929/ethz-b-000412154,"South Africa, Africa",-31.28,19.5,,-20.29312289,,,29,-131.0,,Both,10.1029/2020JG005891,Missing: elevation,Sediment/soil
"Ladd 2021 compilation (Herrmann et al., 2017)",ETH Zurich: doi:10.3929/ethz-b-000412154,"South Africa, Africa",-31.26,18.36,,-10.03344482,,,29,-112.0,,Both,10.1029/2020JG005891,Missing: elevation,Sediment/soil
"Ladd 2021 compilation (Herrmann et al., 2017)",ETH Zurich: doi:10.3929/ethz-b-000412154,"South Africa, Africa",-31.26,18.42,,-11.0864745,,,29,-108.0,,Both,10.1029/2020JG005891,Missing: elevation,Sediment/soil
"Ladd 2021 compilation (Herrmann et al., 2017)",ETH Zurich: doi:10.3929/ethz-b-000412154,"South Africa, Africa",-31.23,19.17,,-16.46542261,,,29,-104.0,,Both,10.1029/2020JG005891,Missing: elevation,Sediment/soil
"Ladd 2021 compilation (Herrmann et al., 2017)",ETH Zurich: doi:10.3929/ethz-b-000412154,"South Africa, Africa",-31.23,19.17,,-16.62971175,,,29,-113.0,,Both,10.1029/2020JG005891,Missing: elevation,Sediment/soil
"Ladd 2021 compilation (Herrmann et al., 2017)",ETH Zurich: doi:10.3929/ethz-b-000412154,"South Africa, Africa",-31.18,20.9,,-18.68131868,,,29,-107.0,,Both,10.1029/2020JG005891,Missing: elevation,Sediment/soil
"Ladd 2021 compilation (Herrmann et al., 2017)",ETH Zurich: doi:10.3929/ethz-b-000412154,"South Africa, Africa",-31.18,20.9,,-18.88888889,,,29,-117.0,,Both,10.1029/2020JG005891,Missing: elevation,Sediment/soil
